"","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Saint.Lucia"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000","15.571831","13.338670","12.933155","13.194107","11.699363","11.070939","10.882331","10.238255"," 9.981367","10.861370","10.992845","10.882135"," 9.858750"," 9.044631","12.667177","11.286547"," 8.865983"," 9.685433"
"Latin.America...Caribbean"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","47.80216","46.68657","43.71670","43.78276","44.41594","42.58663","42.71054","41.67798","41.49303","44.55854","40.43036","39.30227","39.45477","39.32298","38.86340","36.37940","35.98955","36.36149","35.76090","36.62455","35.86631","36.00677","35.69389","37.08970","36.90151","32.49700","30.91645","30.97776","33.06993","32.20562","27.86769","27.67390","28.10989","27.59679","28.43717","29.49082","29.31608","29.93007","29.67267","30.64168","30.64821","31.12284","30.29107","30.37648","28.05402","29.17514","28.93496","28.58757","27.63399","26.90657","29.05312","28.12333","28.17174","29.11270","28.94235","29.02291","31.13604","31.82976","31.04268"
"Least.developed.countries..UN.classification"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","21.72214","21.07605","22.26953","21.79474","21.66839","22.34637","23.83198","23.72907","24.85537","24.76940","26.04826","28.03371","29.50522","30.60136","31.09555","27.43013","29.12609","30.98781","30.46174","29.49857","28.83293","26.82895","27.46670","28.68912","30.92896","30.25494","29.50579","29.93438","30.37123","29.04901"
"Low.income"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","20.41310","18.54516","19.90298","19.00736","20.24862","18.86330","21.90874","22.01602","20.62324","22.65642","25.81477","25.28915","25.59885","25.37370","26.95221","27.62364","28.71215","29.39256","29.85891","27.33050","28.48136","29.39664","25.51962","24.48141","25.46828","23.74240","23.17752","24.90142","28.87015","25.40623","25.42641","24.93281","24.95977","23.09971"
"Liechtenstein"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","39.30458","39.64717","37.26026","41.95438","44.07862","41.75503","44.29523","40.30362","40.20096"," 0.00000"," 0.00000"
"Sri.Lanka","20.68716","20.55453","21.08622","20.69277","20.39137","21.55253","20.31833","19.99372","21.45723","23.27557","24.18126","25.07242","24.55988","25.72915","25.34178","26.68756","27.37744","28.94349","27.53490","28.52580","29.92491","28.25296","26.51740","26.53984","26.49695","26.54764","26.95548","27.78084","27.03210","27.10101","26.32761","25.89559","25.88954","25.84955","26.40419","26.68398","26.57423","26.99366","27.61671","27.36132","27.31808","26.82059","28.01061","28.42457","28.61810","30.18809","30.64230","29.91982","29.37119","29.67144","27.78320","29.07315","30.96985","30.79568","30.51790","29.53542","30.48272","31.12828","30.05682","29.19101","28.23583","29.95401","29.80868","25.59261"
"Lower.middle.income","31.32680","32.04339","31.36812","31.69125","31.66833","32.31529","31.60339","30.79788","31.46457","32.49728","31.40084","32.88140","32.68981","32.64566","33.69971","33.17774","33.61293","34.50845","35.34152","37.05323","36.46633","30.83508","29.08661","28.21983","27.28116","27.07372","27.06590","27.05224","27.08383","27.76947","27.98039","27.88506","28.05200","27.79369","27.88273","29.02613","28.98061","28.57898","26.93527","26.41777","27.06860","26.34621","26.67388","26.83178","28.03761","28.68482","29.35580","29.32839","29.75078","28.67996","29.17918","29.65291","29.69072","29.01908","28.37020","27.13977","26.51608","27.07675","27.61145","27.22356","27.13398","28.03201","28.00893","27.46373"
"Low...middle.income","41.83802","34.29599","33.01374","34.27677","36.12111","37.22071","38.00779","35.47292","34.46104","36.38166","37.41808","38.68278","38.67274","39.21406","40.25475","39.90245","39.50281","39.59496","37.83287","39.14498","37.15615","34.42667","34.23908","33.85447","33.58108","32.75825","32.22931","32.40956","33.27184","33.88067","34.34159","32.09793","32.52842","33.51715","34.01166","32.85101","33.12331","33.20766","32.05026","32.90600","33.69560","33.50430","34.15804","34.23368","34.99863","35.57846","36.27317","36.12114","36.93856","35.59682","36.00584","36.67012","36.47878","35.70315","35.05472","33.66055","32.89708","33.30140","33.99014","33.16866","32.86282","34.61947","34.80320","33.45619"
"Lesotho"," 0.000000"," 0.000000"," 0.000000"," 2.365179"," 3.671968"," 5.213010"," 6.727654","11.800850","10.346548","11.324066","10.173727","10.169835","10.951286","11.204400","12.515805","13.241591","19.186682","15.128138","21.305004","25.094351","24.185242","22.371522","15.392692","12.315280","13.526922","12.851852","14.007791","14.562229","17.566614","18.701270","21.353611","27.847461","29.627678","30.706935","31.139644","30.886692","32.479120","29.645057","30.306908","32.246315","35.164308","37.992057","38.700136","36.470288","34.665308","33.770107","35.481320","39.125862","40.563840","33.300322","31.463352","33.199650","30.817940","29.023245","32.160874","33.738566","30.586648","28.573062","31.139043","30.543654","31.079207","32.071458","30.488741","28.732262"
"Late.demographic.dividend","62.66622","44.16017","42.05803","42.95484","47.92478","49.44277","51.04510","45.95365","42.51477","47.05309","51.70251","52.06613","52.24253","50.39468","46.41091","46.48883","44.31807","45.37343","42.00951","43.59091","43.49678","43.68733","42.81206","41.74631","42.79082","42.16638","40.21095","39.82996","39.88893","43.72519","40.60545","40.15337","39.53170","40.04253","39.76069","35.36278","35.20492","35.27065","34.58018","35.64927","36.60237","36.76011","36.69478","37.26833","37.93700","38.29500","38.54312","37.98371","38.27110","37.91985","38.42314","38.71540","38.49689","37.67377","37.25782","36.56714","35.47459","35.61664","36.28441","35.45152","35.03310","36.74959","37.12563","35.62648"
"Lithuania"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","28.36696","27.26585","27.08324","27.37159","26.39455","26.50085","27.21467","26.39882","27.96306","29.52786","29.72361","30.17055","29.64502","29.20091","25.02075","26.21165","28.35343","28.20020","27.62427","27.72644","26.96370","25.99746","25.72046","25.57888","25.25641","24.78769","24.85875","25.63987","24.23709"
"Luxembourg"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","19.65342","18.59852","18.45687","18.81596","17.25333","16.65468","16.31385","16.10805","16.23136","15.43935","14.46613","13.52058","14.47597","12.80515","11.00660","10.99797","10.70844","10.42672","10.44294","10.81088","11.53962","12.09593","10.81834","10.98065","11.59890","11.31189","10.72100","10.39672","10.47191"
"Latvia"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","27.54328","27.28845","28.65199","26.40631","25.35944","24.22139","23.25145","23.35809","22.27662","22.34011","21.04004","21.87416","22.75206","22.84475","21.52229","20.86120","21.41890","21.41559","20.82110","19.61860","19.78346","19.16544","19.77673","19.34536","19.59885","20.33418","21.09084","20.72070","22.33812"
"Macao.SAR..China"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000","18.687371","17.307741","15.243349","14.090647","12.863810","11.786826","11.916634","12.360338","12.339474","11.458736"," 9.820003"," 9.233367"," 9.549942"," 8.417465","10.971616","14.101702","13.784493","11.803320"," 7.315955"," 4.808471"," 4.160602"," 4.035006"," 3.719346"," 5.039269"," 7.695965"," 6.620618"," 4.996773"," 4.090661"," 4.213344"," 8.485166"," 7.686164"," 9.251921"," 5.444754"
"Morocco"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","27.54692","29.05331","28.53529","28.10027","27.64219","26.96668","27.27149","27.54765","27.96848","35.02087","35.17344","32.01672","32.55160","31.34315","32.66767","28.75955","31.68292","30.31270","30.87142","30.83408","30.20800","27.39927","27.60760","27.73241","27.34695","27.59814","26.01616","26.37224","26.47452","25.16400","26.33118","25.62100","27.32240","23.14102","23.48726","24.35263","22.86969","22.63612","23.32480","24.00299","23.68121","22.75308","22.42294","24.31558","22.25957","23.71191","24.50652","24.26598","24.15313","25.81327","25.62268","25.68510","25.40545","25.24135","25.24995","26.04364","25.95391","25.91131","24.55831"
"Monaco"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","12.92235","12.82520","13.01624","13.99716","12.62919","17.59174","18.25599","12.80195","13.14704","13.03616","14.89614","12.54578","12.27579","11.51870"
"Moldova"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","28.44557","27.28740","25.43555","20.32349","20.50764","19.14767","21.96914","20.38476","20.67288","20.71753","19.16759","18.77790","19.44239","19.12173","17.16287","20.43389","20.91072","21.31451","21.60326","21.12638","21.10767","21.19446","21.01888","22.14798","21.92335","23.13452","20.63126","19.41540","17.44038"
"Madagascar"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","18.90683","20.46860","18.83321","18.00752","17.85327","17.27608","17.90961","19.24978","18.95088","19.40994","20.11236","21.48196","22.44550","19.46619","21.72586","22.60819","22.38683"
"Maldives"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000","12.375459","11.058813","11.731929"," 9.517634"," 8.745513","11.449307"," 9.620247"," 9.431756","10.074482"," 9.790792"," 8.058403"," 8.413911","10.723227","11.274149","11.425198","13.053649","11.942544","12.560514"," 9.192298"," 9.918601"," 9.691580"
"Middle.East...North.Africa"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","61.21172","63.79407","61.25328","55.71945","59.85890","61.95518","60.13015","54.04620","47.46046","44.81616","41.10162","34.70947","35.11298","34.94915","37.17424","55.50688","40.62343","41.11197","39.46661","39.43682","40.46919","41.85252","41.70357","37.19680","40.57705","45.42120","42.87435","43.94660","44.55298","46.78448","50.44655","51.37303","50.54383","52.39492","45.00811","47.26434","50.12589","50.17889","48.69730","46.25578","37.96255","36.09439","38.17786","41.39724","39.32169","34.61785","39.06691","44.95168","40.63872"
"Mexico"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","25.64956","26.23796","26.97163","27.40529","27.91197","30.60471","29.64308","29.78800","29.65618","30.84838","30.53219","30.37365","30.96428","30.80978","31.17602","27.93108","27.22749","26.38227","29.01079","28.63089","28.23882","28.69845","30.21315","29.74465","27.12526","26.14693","25.74980","25.72598","32.98836","32.56998","33.29222","34.34187","34.77408","34.15782","34.24604","34.38680","33.30840","32.86450","31.50066","33.00629","33.05314","34.38567","34.02450","34.84806","31.99931","32.53949","33.82310","34.09634","32.16828","31.91755","30.84025","30.61679","31.95868","32.04387","31.83830","30.99998","31.96953","33.07251","31.55931"
"Marshall.Islands"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 9.936415","13.061825","13.788011","12.737366","10.622837","14.757199","11.674274","10.300075"," 8.122754","11.376955","13.260199","12.722510","13.628373","14.622905","13.537377","13.347427","13.884335","14.573817","11.298857","15.296977","13.012307","12.198682","14.417175","13.345368","10.649440"," 8.499526","11.060278"
"Middle.income","43.23639","35.41064","34.22629","35.79795","37.18058","38.41576","39.24295","36.49651","35.47226","37.52059","38.52275","39.86526","39.85886","40.35732","41.33103","40.99089","40.53085","40.70867","38.89760","40.13023","37.97671","35.04877","34.88711","34.47231","34.11942","33.24732","32.72501","32.93009","33.84958","34.44386","34.89989","32.73456","32.91161","33.94523","34.34477","33.11770","33.31041","33.39588","32.24452","33.09326","33.87120","33.67211","34.35068","34.43148","35.18131","35.76262","36.44787","36.27874","37.10621","35.78700","36.16280","36.80948","36.65741","35.88001","35.21097","33.82403","33.04212","33.42215","34.06505","33.28294","32.97536","34.74978","34.95073","33.63856"
"North.Macedonia"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","37.43515","28.29442","33.18617","29.71021","24.27245","24.07718","23.81708","28.20360","27.75440","26.59437","21.40634","20.58655","19.37807","22.48841","21.03844","20.36201","21.66259","20.58092","19.53313","18.97270","21.04227","21.59242","21.08086","22.14046","22.82258","23.92218","23.96305","24.25895","24.05043","23.70348","22.74340","22.58059","23.02447","23.25782"
"Mali"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 8.816338","10.344888","10.047169","10.227651","10.872310","11.310084","11.711810","12.394142","10.130426"," 9.827829"," 9.863875"," 9.812511"," 8.830017","14.608833","14.351456","14.235493","16.204441","18.007166","15.540614","15.094564","16.477225","15.132853","15.953309","16.334725","16.656777","16.240037","15.576128","16.658257","17.402434","17.062857","18.786886","19.429613","18.226346","21.520948","22.670339","22.601114","22.759208","22.610407","22.631863","25.848923","23.758024","21.708013","24.367103","22.734049","20.649080","20.447393","17.725134","18.887820","18.089392","18.410667","19.389108","20.745536","21.446531","21.670784","21.068169","20.629913","19.933274"
"Malta"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","45.88565","41.95039","47.25950","49.14123","55.07483","61.14027","63.70951","63.21120","63.25914","63.63802","61.21874","58.56873","58.82701","57.30616","57.71300","56.93285","55.90439","53.71675","52.27785","52.28905","50.77844","49.94581","46.73992","45.49050","46.87359","26.21779","26.02586","25.53454","26.22499","24.75463","26.99739","23.84974","24.76909","24.53601","22.22742","20.73945","19.80272","18.50927","19.30242","17.65526","17.44394","16.44576","15.07461","14.55953","13.07600","12.09030","12.27870","11.45606","11.51581","12.06647","12.29544","12.02440","11.93767","11.68112"
"Myanmar"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 0.000000"," 9.692261","10.580494","13.006895","14.258257","16.366362","17.512205","19.237293","20.409130","22.665815","24.532005","26.468064","31.291649","32.373021","32.362220","34.489715","34.468821","34.809505","36.800921","36.963462","38.412611","37.543916","37.310890","38.247136","37.592925"
"Middle.East...North.Africa..excluding.high.income."," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","29.74844","30.34755","30.64558","33.23322","32.21306","39.16438","49.59401","46.95445","48.57115","46.34257","41.62060","44.62533","39.00282","33.14126","36.72464","35.70025","33.86356","31.50522","27.48287","27.25848","28.43431","29.28938","50.84510","30.03116","29.10328","29.09127","31.53776","33.95924","34.79316","35.17257","31.88002","36.22430","40.63559","37.23525","39.49293","39.27103","41.63181","44.54246","45.70312","45.55046","46.79115","40.10698","42.13367","43.06960","42.73217","41.59163","38.96727","33.05145","32.33515","34.67797","36.56626","35.20596","31.01190","35.89787","40.32097","36.64220"
"Montenegro"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","21.25900","22.31432","21.59535","19.32949","18.97294","17.34154","17.68265","17.00298","17.69479","17.34876","17.14840","15.09421","14.89051","15.45725","14.30365","14.35346","15.65498","14.86137","15.93413","16.12944","17.29468","14.83550","12.96530","12.47668"
"Mongolia"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","24.97616","25.69472","26.31189","26.97181","27.17756","28.27573","28.39310","28.81727","38.79451","41.21422","34.33669","34.69147","30.04213","31.42177","32.84460","23.65398","28.52478","22.60484","22.30425","22.19614","21.94188","22.48463","25.21996","28.33344","32.49650","38.69261","37.73478","30.85104","30.05656","33.19425","31.33375","30.77159","30.50689","31.49762","31.51588","33.17807","37.41841","37.97567","38.09270","37.04967","37.07557","35.31222","39.53541"
"Mozambique"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","18.12853","19.67712","14.95514","17.13533","15.46933","16.94223","18.35032","21.75665","19.81495","19.52923","21.39386","17.08210","18.87681","19.80666","18.60614","19.81623","19.50853","17.16774","16.90043","16.86819","16.50934","16.87400","16.44572","17.48847","18.61521","20.56698","23.60707","25.33392","23.88826","21.75399","21.94118","23.24259","21.28736"
"Mauritania"," 0.00000","29.84857","25.31331","21.41209","30.24107","37.22319","40.25563","38.94333","40.15370","40.62907","40.33630","41.43324","36.84259","30.50264","32.55808","34.23625","33.84315","30.26611","26.99549","29.87463","27.21005","26.90183","23.63247","21.13709","25.38094","32.58359","31.10489","26.77406","27.18129","29.93174","28.81294","24.90870","24.12668","25.11267","25.30240","25.61960","25.80453","26.85409","33.53876","32.40940","29.95185","29.03615","28.42030","26.73455","27.53212","33.19033","43.86967","37.00525","36.48909","32.75441","38.19291","44.10790","37.47418","38.60977","28.43737","22.74651","25.21976","23.74563","23.63504","28.59844","33.64654","32.08189","29.13755","30.59021"
"Mauritius"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","21.83610","21.99348","22.64178","21.91695","21.69252","20.96370","20.71891","20.06982","21.90562","24.08301","26.01521","26.81264","26.85317","26.85190","27.41486","27.79831","28.19277","27.98915","27.77223","28.01439","27.95527","26.86505","26.74900","25.94770","25.64027","26.38740","25.62400","24.91526","24.08620","23.05397","22.33634","22.54527","23.33758","23.34965","22.47197","21.59977","20.93976","20.32691","19.71795","19.19318","18.58451","17.76273","17.59955","16.91089","16.64142","18.23887","18.07792","18.55768"
"Malawi"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","23.83293","23.09389","22.50793","22.82181","21.18448","22.96788","22.80103","25.77740","24.52913","27.96537","29.11779","28.75703","33.43795","26.02138","22.77524","20.46494","20.64148","19.82137","19.49270","19.53554","19.04422","17.89297","19.80516","21.18423","18.44393","17.52115","19.21181","21.29916","18.93789","18.06813","17.93173","18.16620","17.71852","17.42394","17.26493","17.55617","17.65584","17.74796","18.39079","18.49901","19.08174","18.42397","16.90734","15.31612"
"Malaysia","24.71156","27.09970","30.78181","26.98891","29.41983","29.62986","29.64519","29.31362","27.90605","29.20234","30.31858","30.45516","31.67740","31.25223","35.85560","36.13118","37.28249","38.38664","38.50368","39.83066","41.79196","41.05672","38.56669","38.95189","39.23340","39.23426","39.23364","38.52747","38.35661","39.80405","42.19817","42.10651","41.14626","40.08444","40.04124","41.40188","43.52821","44.57354","43.87575","46.45902","48.32057","46.20269","45.11538","46.57866","48.53032","46.36832","46.51566","44.59600","45.10507","40.96782","40.49893","39.82427","40.13500","39.88537","39.92442","38.44967","37.68327","38.11472","38.29144","37.47656","35.93474","37.68269","39.09483","37.66975"
"North.America"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000"," 0.00000","23.45188","22.93690","22.90309","22.92468","21.92022","21.09841","21.25467","21.52232","21.86255","22.21376","22.08645","21.60043","19.76636","19.98818","20.19942","19.91292","19.92493","19.99545","18.95617","18.33515","18.74793","18.98570","18.58583","17.63710","17.86496"," 0.00000"," 0.00000"
